images,x1,y1,x2,y2
image_0932.png,47,148,83,373
image_0933.png,60,149,31,367
image_0934.png,51,131,78,381
image_0935.png,66,123,34,368
image_0936.png,49,132,76,366
image_0937.png,60,127,41,366
image_0938.png,57,136,85,379
image_0939.png,64,138,35,362
image_0940.png,54,147,77,367
image_0941.png,33,367,63,156
image_0942.png,51,147,84,380
image_0943.png,63,155,32,381
image_0944.png,56,93,80,381
image_0945.png,48,131,84,372
image_0946.png,63,132,37,381
image_0947.png,83,382,47,120
image_0948.png,66,128,33,382
image_0949.png,53,120,76,382
image_0950.png,62,127,33,381
image_0951.png,52,150,78,382
image_0952.png,50,139,27,382
image_0953.png,54,149,78,382
image_0954.png,50,140,27,381
image_0955.png,64,154,77,365
image_0956.png,55,163,29,381
image_0957.png,53,139,71,352
image_0958.png,53,144,42,362
image_0959.png,51,144,84,381
image_0960.png,64,138,30,369
image_0961.png,49,129,81,382
image_0962.png,55,123,29,382
image_0963.png,51,118,84,382
image_0964.png,65,109,29,381
image_0965.png,47,129,87,381
image_0966.png,65,122,30,380
image_0967.png,53,148,84,380
image_0968.png,63,154,32,381
image_0969.png,55,120,81,367
image_0970.png,49,118,25,380
image_0971.png,56,149,78,382
image_0972.png,50,140,26,381
image_0973.png,57,159,79,380
image_0974.png,53,155,31,372
image_0975.png,64,138,81,381
image_0976.png,27,381,59,138
image_0977.png,51,143,82,364
image_0978.png,62,155,29,381
image_0979.png,66,167,77,381
image_0980.png,62,138,27,361
image_0981.png,51,132,73,381
image_0982.png,56,111,40,377
image_0983.png,54,156,76,379
image_0984.png,47,153,33,367
image_0985.png,49,133,84,381
image_0986.png,51,130,28,378
image_0987.png,51,135,74,368
image_0988.png,62,137,27,378
image_0989.png,48,125,75,381
image_0990.png,63,125,28,380
image_0991.png,60,155,87,378
image_0992.png,56,156,34,379
image_0993.png,63,135,78,381
image_0994.png,66,133,30,380
image_0995.png,52,123,77,374
image_0996.png,57,121,39,361
image_0997.png,63,135,78,381
image_0998.png,66,133,30,380
image_0999.png,75,380,59,121
image_1000.png,62,121,36,380
